hour_of_day,cash_type,money,coffee_name,time_of_day,weekdaysort,weekday,monthsort,month_name,date,time,_year,_month,_day,season,season_astro
10,card,33.8,Americano with Milk,Morning,1,Monday,4,April,2024-04-08,2025-09-25 10:58:21.106,2024,4,8,Spring,Spring
10,card,38.7,Cappuccino,Morning,1,Monday,4,April,2024-04-08,2025-09-25 10:59:27.558,2024,4,8,Spring,Spring
11,card,28.9,Americano,Morning,1,Monday,4,April,2024-04-08,2025-09-25 11:01:20.464,2024,4,8,Spring,Spring
11,card,38.7,Cappuccino,Morning,1,Monday,4,April,2024-04-08,2025-09-25 11:04:47.030,2024,4,8,Spring,Spring
16,card,38.7,Latte,Afternoon,1,Monday,4,April,2024-04-08,2025-09-25 16:41:37.806,2024,4,8,Spring,Spring
18,card,28.9,Americano,Night,1,Monday,4,April,2024-04-08,2025-09-25 18:18:09.713,2024,4,8,Spring,Spring
19,card,33.8,Americano with Milk,Night,1,Monday,4,April,2024-04-08,2025-09-25 19:22:27.477,2024,4,8,Spring,Spring
19,card,38.7,Cappuccino,Night,1,Monday,4,April,2024-04-08,2025-09-25 19:23:59.268,2024,4,8,Spring,Spring
11,card,38.7,Latte,Morning,2,Tuesday,4,April,2024-04-09,2025-09-25 11:42:28.468,2024,4,9,Spring,Spring
15,card,38.7,Hot Chocolate,Afternoon,2,Tuesday,4,April,2024-04-09,2025-09-25 15:11:48.720,2024,4,9,Spring,Spring
17,card,38.7,Hot Chocolate,Night,2,Tuesday,4,April,2024-04-09,2025-09-25 17:25:23.936,2024,4,9,Spring,Spring
17,card,24.0,Espresso,Night,3,Wednesday,4,April,2024-04-10,2025-09-25 17:55:31.244,2024,4,10,Spring,Spring
18,card,38.7,Cappuccino,Night,3,Wednesday,4,April,2024-04-10,2025-09-25 18:24:59.290,2024,4,10,Spring,Spring
20,card,38.7,Latte,Night,3,Wednesday,4,April,2024-04-10,2025-09-25 20:04:05.386,2024,4,10,Spring,Spring
10,card,28.9,Americano,Morning,4,Thursday,4,April,2024-04-11,2025-09-25 10:41:23.155,2024,4,11,Spring,Spring
10,card,28.9,Americano,Morning,4,Thursday,4,April,2024-04-11,2025-09-25 10:42:59.365,2024,4,11,Spring,Spring
16,card,38.7,Latte,Afternoon,4,Thursday,4,April,2024-04-11,2025-09-25 16:35:23.069,2024,4,11,Spring,Spring
19,card,38.7,Cappuccino,Night,4,Thursday,4,April,2024-04-11,2025-09-25 19:16:56.588,2024,4,11,Spring,Spring
19,card,33.8,Americano with Milk,Night,4,Thursday,4,April,2024-04-11,2025-09-25 19:18:36.619,2024,4,11,Spring,Spring
19,card,38.7,Hot Chocolate,Night,5,Friday,4,April,2024-04-12,2025-09-25 19:03:43.403,2024,4,12,Spring,Spring
19,card,28.9,Cortado,Night,5,Friday,4,April,2024-04-12,2025-09-25 19:38:23.189,2024,4,12,Spring,Spring
12,card,38.7,Latte,Afternoon,6,Saturday,4,April,2024-04-13,2025-09-25 12:29:19.823,2024,4,13,Spring,Spring
12,card,28.9,Americano,Afternoon,6,Saturday,4,April,2024-04-13,2025-09-25 12:43:02.389,2024,4,13,Spring,Spring
16,card,38.7,Cappuccino,Afternoon,6,Saturday,4,April,2024-04-13,2025-09-25 16:18:03.938,2024,4,13,Spring,Spring
16,card,38.7,Latte,Afternoon,6,Saturday,4,April,2024-04-13,2025-09-25 16:19:39.799,2024,4,13,Spring,Spring
17,card,38.7,Cappuccino,Night,6,Saturday,4,April,2024-04-13,2025-09-25 17:51:26.026,2024,4,13,Spring,Spring
17,card,38.7,Cappuccino,Night,6,Saturday,4,April,2024-04-13,2025-09-25 17:53:19.237,2024,4,13,Spring,Spring
12,card,38.7,Cappuccino,Afternoon,7,Sunday,4,April,2024-04-14,2025-09-25 12:24:39.028,2024,4,14,Spring,Spring
13,card,28.9,Cortado,Afternoon,7,Sunday,4,April,2024-04-14,2025-09-25 13:21:49.808,2024,4,14,Spring,Spring
14,card,28.9,Americano,Afternoon,7,Sunday,4,April,2024-04-14,2025-09-25 14:23:31.631,2024,4,14,Spring,Spring
14,card,28.9,Americano,Afternoon,7,Sunday,4,April,2024-04-14,2025-09-25 14:24:26.930,2024,4,14,Spring,Spring
14,card,28.9,Americano,Afternoon,7,Sunday,4,April,2024-04-14,2025-09-25 14:25:18.122,2024,4,14,Spring,Spring
15,card,38.7,Cappuccino,Afternoon,7,Sunday,4,April,2024-04-14,2025-09-25 15:46:27.733,2024,4,14,Spring,Spring
16,card,28.9,Cortado,Afternoon,7,Sunday,4,April,2024-04-14,2025-09-25 16:59:54.823,2024,4,14,Spring,Spring
17,card,38.7,Latte,Night,7,Sunday,4,April,2024-04-14,2025-09-25 17:00:45.387,2024,4,14,Spring,Spring
18,card,38.7,Cappuccino,Night,7,Sunday,4,April,2024-04-14,2025-09-25 18:38:19.649,2024,4,14,Spring,Spring
11,card,28.9,Americano,Morning,1,Monday,4,April,2024-04-15,2025-09-25 11:45:24.619,2024,4,15,Spring,Spring
17,card,28.9,Americano,Night,1,Monday,4,April,2024-04-15,2025-09-25 17:01:46.359,2024,4,15,Spring,Spring
17,card,33.8,Americano with Milk,Night,1,Monday,4,April,2024-04-15,2025-09-25 17:02:49.748,2024,4,15,Spring,Spring
19,card,33.8,Americano with Milk,Night,1,Monday,4,April,2024-04-15,2025-09-25 19:33:03.036,2024,4,15,Spring,Spring
10,card,33.8,Americano with Milk,Morning,2,Tuesday,4,April,2024-04-16,2025-09-25 10:46:25.706,2024,4,16,Spring,Spring
12,card,38.7,Cocoa,Afternoon,2,Tuesday,4,April,2024-04-16,2025-09-25 12:40:47.675,2024,4,16,Spring,Spring
12,card,28.9,Cortado,Afternoon,2,Tuesday,4,April,2024-04-16,2025-09-25 12:52:07.750,2024,4,16,Spring,Spring
15,card,28.9,Americano,Afternoon,2,Tuesday,4,April,2024-04-16,2025-09-25 15:03:16.889,2024,4,16,Spring,Spring
17,card,33.8,Americano with Milk,Night,2,Tuesday,4,April,2024-04-16,2025-09-25 17:42:04.208,2024,4,16,Spring,Spring
17,card,38.7,Cappuccino,Night,2,Tuesday,4,April,2024-04-16,2025-09-25 17:43:22.960,2024,4,16,Spring,Spring
18,card,38.7,Cocoa,Night,2,Tuesday,4,April,2024-04-16,2025-09-25 18:09:05.273,2024,4,16,Spring,Spring
13,card,28.9,Americano,Afternoon,3,Wednesday,4,April,2024-04-17,2025-09-25 13:32:59.792,2024,4,17,Spring,Spring
13,card,24.0,Espresso,Afternoon,3,Wednesday,4,April,2024-04-17,2025-09-25 13:44:00.181,2024,4,17,Spring,Spring
17,card,38.7,Cappuccino,Night,3,Wednesday,4,April,2024-04-17,2025-09-25 17:01:35.149,2024,4,17,Spring,Spring
17,card,38.7,Cappuccino,Night,3,Wednesday,4,April,2024-04-17,2025-09-25 17:02:40.687,2024,4,17,Spring,Spring
18,card,28.9,Cortado,Night,3,Wednesday,4,April,2024-04-17,2025-09-25 18:14:03.229,2024,4,17,Spring,Spring
11,card,28.9,Americano,Morning,4,Thursday,4,April,2024-04-18,2025-09-25 11:19:01.693,2024,4,18,Spring,Spring
11,card,28.9,Americano,Morning,4,Thursday,4,April,2024-04-18,2025-09-25 11:20:05.696,2024,4,18,Spring,Spring
13,card,33.8,Americano with Milk,Afternoon,4,Thursday,4,April,2024-04-18,2025-09-25 13:49:12.720,2024,4,18,Spring,Spring
13,card,28.9,Cortado,Afternoon,4,Thursday,4,April,2024-04-18,2025-09-25 13:50:17.285,2024,4,18,Spring,Spring
14,card,38.7,Cappuccino,Afternoon,4,Thursday,4,April,2024-04-18,2025-09-25 14:34:19.818,2024,4,18,Spring,Spring
14,card,38.7,Latte,Afternoon,4,Thursday,4,April,2024-04-18,2025-09-25 14:35:49.354,2024,4,18,Spring,Spring
17,card,38.7,Latte,Night,4,Thursday,4,April,2024-04-18,2025-09-25 17:44:15.791,2024,4,18,Spring,Spring
18,card,38.7,Cappuccino,Night,4,Thursday,4,April,2024-04-18,2025-09-25 18:21:05.945,2024,4,18,Spring,Spring
19,card,38.7,Hot Chocolate,Night,4,Thursday,4,April,2024-04-18,2025-09-25 19:39:51.193,2024,4,18,Spring,Spring
19,card,38.7,Hot Chocolate,Night,4,Thursday,4,April,2024-04-18,2025-09-25 19:40:48.954,2024,4,18,Spring,Spring
10,card,38.7,Latte,Morning,5,Friday,4,April,2024-04-19,2025-09-25 10:10:36.254,2024,4,19,Spring,Spring
13,card,33.8,Americano with Milk,Afternoon,5,Friday,4,April,2024-04-19,2025-09-25 13:11:47.848,2024,4,19,Spring,Spring
13,card,38.7,Cappuccino,Afternoon,5,Friday,4,April,2024-04-19,2025-09-25 13:13:20.876,2024,4,19,Spring,Spring
13,card,38.7,Hot Chocolate,Afternoon,5,Friday,4,April,2024-04-19,2025-09-25 13:58:54.064,2024,4,19,Spring,Spring
13,card,38.7,Cappuccino,Afternoon,5,Friday,4,April,2024-04-19,2025-09-25 13:59:49.690,2024,4,19,Spring,Spring
18,card,38.7,Cocoa,Night,5,Friday,4,April,2024-04-19,2025-09-25 18:23:19.311,2024,4,19,Spring,Spring
18,card,33.8,Americano with Milk,Night,5,Friday,4,April,2024-04-19,2025-09-25 18:25:33.440,2024,4,19,Spring,Spring
12,card,33.8,Americano with Milk,Afternoon,6,Saturday,4,April,2024-04-20,2025-09-25 12:08:35.701,2024,4,20,Spring,Spring
12,card,33.8,Americano with Milk,Afternoon,6,Saturday,4,April,2024-04-20,2025-09-25 12:09:42.664,2024,4,20,Spring,Spring
13,card,28.9,Americano,Afternoon,6,Saturday,4,April,2024-04-20,2025-09-25 13:08:37.378,2024,4,20,Spring,Spring
13,card,33.8,Americano with Milk,Afternoon,6,Saturday,4,April,2024-04-20,2025-09-25 13:09:47.905,2024,4,20,Spring,Spring
13,card,38.7,Hot Chocolate,Afternoon,6,Saturday,4,April,2024-04-20,2025-09-25 13:10:55.151,2024,4,20,Spring,Spring
14,card,38.7,Cappuccino,Afternoon,6,Saturday,4,April,2024-04-20,2025-09-25 14:44:18.118,2024,4,20,Spring,Spring
15,card,33.8,Americano with Milk,Afternoon,6,Saturday,4,April,2024-04-20,2025-09-25 15:11:00.330,2024,4,20,Spring,Spring
15,card,32.82,Americano with Milk,Afternoon,6,Saturday,4,April,2024-04-20,2025-09-25 15:22:40.717,2024,4,20,Spring,Spring
15,card,32.82,Americano with Milk,Afternoon,6,Saturday,4,April,2024-04-20,2025-09-25 15:49:25.148,2024,4,20,Spring,Spring
18,card,37.72,Cappuccino,Night,6,Saturday,4,April,2024-04-20,2025-09-25 18:27:41.496,2024,4,20,Spring,Spring
18,card,37.72,Cappuccino,Night,6,Saturday,4,April,2024-04-20,2025-09-25 18:28:46.900,2024,4,20,Spring,Spring
19,card,37.72,Latte,Night,6,Saturday,4,April,2024-04-20,2025-09-25 19:30:55.317,2024,4,20,Spring,Spring
11,card,37.72,Latte,Morning,7,Sunday,4,April,2024-04-21,2025-09-25 11:16:45.707,2024,4,21,Spring,Spring
14,card,27.92,Americano,Afternoon,7,Sunday,4,April,2024-04-21,2025-09-25 14:15:37.541,2024,4,21,Spring,Spring
11,card,27.92,Americano,Morning,1,Monday,4,April,2024-04-22,2025-09-25 11:09:16.412,2024,4,22,Spring,Spring
11,card,32.82,Americano with Milk,Morning,1,Monday,4,April,2024-04-22,2025-09-25 11:29:27.099,2024,4,22,Spring,Spring
19,card,37.72,Latte,Night,1,Monday,4,April,2024-04-22,2025-09-25 19:39:04.759,2024,4,22,Spring,Spring
14,card,37.72,Cappuccino,Afternoon,2,Tuesday,4,April,2024-04-23,2025-09-25 14:22:35.995,2024,4,23,Spring,Spring
14,card,32.82,Americano with Milk,Afternoon,2,Tuesday,4,April,2024-04-23,2025-09-25 14:23:53.144,2024,4,23,Spring,Spring
14,card,37.72,Cappuccino,Afternoon,2,Tuesday,4,April,2024-04-23,2025-09-25 14:24:57.515,2024,4,23,Spring,Spring
19,card,32.82,Americano with Milk,Night,2,Tuesday,4,April,2024-04-23,2025-09-25 19:42:27.765,2024,4,23,Spring,Spring
19,card,32.82,Americano with Milk,Night,2,Tuesday,4,April,2024-04-23,2025-09-25 19:43:26.234,2024,4,23,Spring,Spring
10,card,37.72,Latte,Morning,3,Wednesday,4,April,2024-04-24,2025-09-25 10:19:38.346,2024,4,24,Spring,Spring
10,card,32.82,Americano with Milk,Morning,3,Wednesday,4,April,2024-04-24,2025-09-25 10:21:27.287,2024,4,24,Spring,Spring
11,card,32.82,Americano with Milk,Morning,3,Wednesday,4,April,2024-04-24,2025-09-25 11:23:46.102,2024,4,24,Spring,Spring
11,card,32.82,Americano with Milk,Morning,3,Wednesday,4,April,2024-04-24,2025-09-25 11:33:26.347,2024,4,24,Spring,Spring
12,card,32.82,Americano with Milk,Afternoon,3,Wednesday,4,April,2024-04-24,2025-09-25 12:39:09.298,2024,4,24,Spring,Spring
16,card,32.82,Americano with Milk,Afternoon,3,Wednesday,4,April,2024-04-24,2025-09-25 16:39:07.423,2024,4,24,Spring,Spring
19,card,32.82,Americano with Milk,Night,3,Wednesday,4,April,2024-04-24,2025-09-25 19:39:49.983,2024,4,24,Spring,Spring
19,card,37.72,Cappuccino,Night,3,Wednesday,4,April,2024-04-24,2025-09-25 19:40:54.031,2024,4,24,Spring,Spring
10,card,27.92,Americano,Morning,4,Thursday,4,April,2024-04-25,2025-09-25 10:46:08.057,2024,4,25,Spring,Spring
15,card,37.72,Latte,Afternoon,4,Thursday,4,April,2024-04-25,2025-09-25 15:18:26.971,2024,4,25,Spring,Spring
17,card,27.92,Americano,Night,4,Thursday,4,April,2024-04-25,2025-09-25 17:09:43.534,2024,4,25,Spring,Spring
17,card,27.92,Americano,Night,4,Thursday,4,April,2024-04-25,2025-09-25 17:10:49.153,2024,4,25,Spring,Spring
10,card,37.72,Latte,Morning,5,Friday,4,April,2024-04-26,2025-09-25 10:12:50.618,2024,4,26,Spring,Spring
12,card,37.72,Latte,Afternoon,5,Friday,4,April,2024-04-26,2025-09-25 12:01:30.580,2024,4,26,Spring,Spring
13,card,37.72,Cappuccino,Afternoon,5,Friday,4,April,2024-04-26,2025-09-25 13:31:28.297,2024,4,26,Spring,Spring
15,card,27.92,Americano,Afternoon,5,Friday,4,April,2024-04-26,2025-09-25 15:32:35.390,2024,4,26,Spring,Spring
15,card,27.92,Americano,Afternoon,5,Friday,4,April,2024-04-26,2025-09-25 15:33:33.132,2024,4,26,Spring,Spring
16,card,27.92,Cortado,Afternoon,5,Friday,4,April,2024-04-26,2025-09-25 16:23:26.514,2024,4,26,Spring,Spring
16,card,27.92,Americano,Afternoon,5,Friday,4,April,2024-04-26,2025-09-25 16:24:33.800,2024,4,26,Spring,Spring
19,card,37.72,Hot Chocolate,Night,5,Friday,4,April,2024-04-26,2025-09-25 19:32:07.112,2024,4,26,Spring,Spring
19,card,37.72,Cocoa,Night,5,Friday,4,April,2024-04-26,2025-09-25 19:33:30.220,2024,4,26,Spring,Spring
15,card,37.72,Cappuccino,Afternoon,6,Saturday,4,April,2024-04-27,2025-09-25 15:27:00.680,2024,4,27,Spring,Spring
10,card,37.72,Latte,Morning,7,Sunday,4,April,2024-04-28,2025-09-25 10:32:52.479,2024,4,28,Spring,Spring
12,card,37.72,Cappuccino,Afternoon,7,Sunday,4,April,2024-04-28,2025-09-25 12:30:09.749,2024,4,28,Spring,Spring
18,card,27.92,Americano,Night,7,Sunday,4,April,2024-04-28,2025-09-25 18:27:08.230,2024,4,28,Spring,Spring
18,card,27.92,Americano,Night,7,Sunday,4,April,2024-04-28,2025-09-25 18:28:11.411,2024,4,28,Spring,Spring
18,card,37.72,Latte,Night,7,Sunday,4,April,2024-04-28,2025-09-25 18:29:02.374,2024,4,28,Spring,Spring
11,card,27.92,Cortado,Morning,1,Monday,4,April,2024-04-29,2025-09-25 11:26:31.871,2024,4,29,Spring,Spring
13,card,27.92,Americano,Afternoon,1,Monday,4,April,2024-04-29,2025-09-25 13:27:56.949,2024,4,29,Spring,Spring
13,card,27.92,Cortado,Afternoon,1,Monday,4,April,2024-04-29,2025-09-25 13:28:53.899,2024,4,29,Spring,Spring
13,card,27.92,Cortado,Afternoon,1,Monday,4,April,2024-04-29,2025-09-25 13:53:35.730,2024,4,29,Spring,Spring
13,card,32.82,Americano with Milk,Afternoon,1,Monday,4,April,2024-04-29,2025-09-25 13:54:24.357,2024,4,29,Spring,Spring
18,card,37.72,Cappuccino,Night,1,Monday,4,April,2024-04-29,2025-09-25 18:37:48.406,2024,4,29,Spring,Spring
19,card,37.72,Cappuccino,Night,1,Monday,4,April,2024-04-29,2025-09-25 19:12:33.194,2024,4,29,Spring,Spring
19,card,37.72,Cappuccino,Night,1,Monday,4,April,2024-04-29,2025-09-25 19:13:37.878,2024,4,29,Spring,Spring
10,card,37.72,Latte,Morning,2,Tuesday,4,April,2024-04-30,2025-09-25 10:16:41.493,2024,4,30,Spring,Spring
10,card,32.82,Americano with Milk,Morning,2,Tuesday,4,April,2024-04-30,2025-09-25 10:34:52.250,2024,4,30,Spring,Spring
10,card,32.82,Americano with Milk,Morning,2,Tuesday,4,April,2024-04-30,2025-09-25 10:35:47.617,2024,4,30,Spring,Spring
13,card,27.92,Americano,Afternoon,2,Tuesday,4,April,2024-04-30,2025-09-25 13:41:52.325,2024,4,30,Spring,Spring
13,card,32.82,Americano with Milk,Afternoon,2,Tuesday,4,April,2024-04-30,2025-09-25 13:42:59.977,2024,4,30,Spring,Spring
19,card,37.72,Cappuccino,Night,2,Tuesday,4,April,2024-04-30,2025-09-25 19:19:18.139,2024,4,30,Spring,Spring
19,card,32.82,Americano with Milk,Night,2,Tuesday,4,April,2024-04-30,2025-09-25 19:30:04.003,2024,4,30,Spring,Spring
19,card,37.72,Latte,Night,2,Tuesday,4,April,2024-04-30,2025-09-25 19:31:20.952,2024,4,30,Spring,Spring
10,card,27.92,Americano,Morning,4,Thursday,5,May,2024-05-02,2025-09-25 10:33:55.746,2024,5,2,Spring,Spring
13,card,32.82,Americano with Milk,Afternoon,4,Thursday,5,May,2024-05-02,2025-09-25 13:49:39.898,2024,5,2,Spring,Spring
18,card,37.72,Cappuccino,Night,4,Thursday,5,May,2024-05-02,2025-09-25 18:36:22.138,2024,5,2,Spring,Spring
18,card,32.82,Americano with Milk,Night,4,Thursday,5,May,2024-05-02,2025-09-25 18:41:11.220,2024,5,2,Spring,Spring
19,card,37.72,Latte,Night,4,Thursday,5,May,2024-05-02,2025-09-25 19:18:33.084,2024,5,2,Spring,Spring
19,card,37.72,Cappuccino,Night,4,Thursday,5,May,2024-05-02,2025-09-25 19:19:56.359,2024,5,2,Spring,Spring
14,card,37.72,Latte,Afternoon,5,Friday,5,May,2024-05-03,2025-09-25 14:30:00.923,2024,5,3,Spring,Spring
17,card,37.72,Latte,Night,5,Friday,5,May,2024-05-03,2025-09-25 17:03:24.905,2024,5,3,Spring,Spring
10,card,27.92,Americano,Morning,1,Monday,5,May,2024-05-06,2025-09-25 10:05:17.920,2024,5,6,Spring,Spring
10,card,37.72,Cappuccino,Morning,1,Monday,5,May,2024-05-06,2025-09-25 10:06:51.625,2024,5,6,Spring,Spring
10,card,32.82,Americano with Milk,Morning,1,Monday,5,May,2024-05-06,2025-09-25 10:08:05.863,2024,5,6,Spring,Spring
10,card,27.92,Americano,Morning,1,Monday,5,May,2024-05-06,2025-09-25 10:09:07.977,2024,5,6,Spring,Spring
10,card,27.92,Cortado,Morning,1,Monday,5,May,2024-05-06,2025-09-25 10:39:12.641,2024,5,6,Spring,Spring
13,card,27.92,Cortado,Afternoon,1,Monday,5,May,2024-05-06,2025-09-25 13:18:10.990,2024,5,6,Spring,Spring
13,card,27.92,Americano,Afternoon,1,Monday,5,May,2024-05-06,2025-09-25 13:19:00.811,2024,5,6,Spring,Spring
19,card,37.72,Cappuccino,Night,1,Monday,5,May,2024-05-06,2025-09-25 19:18:12.989,2024,5,6,Spring,Spring
19,card,37.72,Cappuccino,Night,1,Monday,5,May,2024-05-06,2025-09-25 19:19:49.548,2024,5,6,Spring,Spring
10,card,37.72,Cocoa,Morning,2,Tuesday,5,May,2024-05-07,2025-09-25 10:44:55.582,2024,5,7,Spring,Spring
11,card,27.92,Cortado,Morning,2,Tuesday,5,May,2024-05-07,2025-09-25 11:21:58.493,2024,5,7,Spring,Spring
13,card,27.92,Cortado,Afternoon,2,Tuesday,5,May,2024-05-07,2025-09-25 13:23:34.943,2024,5,7,Spring,Spring
16,card,37.72,Cocoa,Afternoon,2,Tuesday,5,May,2024-05-07,2025-09-25 16:42:07.900,2024,5,7,Spring,Spring
16,card,27.92,Americano,Afternoon,2,Tuesday,5,May,2024-05-07,2025-09-25 16:55:38.805,2024,5,7,Spring,Spring
17,card,37.72,Cappuccino,Night,2,Tuesday,5,May,2024-05-07,2025-09-25 17:37:46.412,2024,5,7,Spring,Spring
17,card,37.72,Latte,Night,2,Tuesday,5,May,2024-05-07,2025-09-25 17:38:48.195,2024,5,7,Spring,Spring
19,card,37.72,Cappuccino,Night,2,Tuesday,5,May,2024-05-07,2025-09-25 19:12:12.524,2024,5,7,Spring,Spring
19,card,37.72,Cappuccino,Night,2,Tuesday,5,May,2024-05-07,2025-09-25 19:13:12.195,2024,5,7,Spring,Spring
10,card,37.72,Latte,Morning,3,Wednesday,5,May,2024-05-08,2025-09-25 10:07:28.863,2024,5,8,Spring,Spring
12,card,37.72,Cappuccino,Afternoon,4,Thursday,5,May,2024-05-09,2025-09-25 12:54:21.812,2024,5,9,Spring,Spring
13,card,27.92,Americano,Afternoon,4,Thursday,5,May,2024-05-09,2025-09-25 13:03:58.556,2024,5,9,Spring,Spring
13,card,37.72,Latte,Afternoon,4,Thursday,5,May,2024-05-09,2025-09-25 13:04:57.647,2024,5,9,Spring,Spring
13,card,37.72,Latte,Afternoon,4,Thursday,5,May,2024-05-09,2025-09-25 13:06:11.261,2024,5,9,Spring,Spring
13,card,37.72,Latte,Afternoon,4,Thursday,5,May,2024-05-09,2025-09-25 13:07:16.409,2024,5,9,Spring,Spring
16,card,27.92,Americano,Afternoon,4,Thursday,5,May,2024-05-09,2025-09-25 16:55:14.601,2024,5,9,Spring,Spring
16,card,27.92,Americano,Afternoon,4,Thursday,5,May,2024-05-09,2025-09-25 16:56:14.989,2024,5,9,Spring,Spring
18,card,27.92,Americano,Night,4,Thursday,5,May,2024-05-09,2025-09-25 18:01:29.895,2024,5,9,Spring,Spring
18,card,32.82,Americano with Milk,Night,4,Thursday,5,May,2024-05-09,2025-09-25 18:13:56.226,2024,5,9,Spring,Spring
15,card,37.72,Latte,Afternoon,5,Friday,5,May,2024-05-10,2025-09-25 15:46:21.511,2024,5,10,Spring,Spring
15,card,37.72,Latte,Afternoon,5,Friday,5,May,2024-05-10,2025-09-25 15:47:32.508,2024,5,10,Spring,Spring
11,card,37.72,Latte,Morning,6,Saturday,5,May,2024-05-11,2025-09-25 11:39:52.878,2024,5,11,Spring,Spring
17,card,32.82,Americano with Milk,Night,6,Saturday,5,May,2024-05-11,2025-09-25 17:20:30.398,2024,5,11,Spring,Spring
17,card,37.72,Cocoa,Night,6,Saturday,5,May,2024-05-11,2025-09-25 17:21:56.117,2024,5,11,Spring,Spring
17,card,37.72,Cappuccino,Night,6,Saturday,5,May,2024-05-11,2025-09-25 17:23:57.301,2024,5,11,Spring,Spring
17,card,32.82,Americano with Milk,Night,6,Saturday,5,May,2024-05-11,2025-09-25 17:28:54.132,2024,5,11,Spring,Spring
18,card,37.72,Cappuccino,Night,6,Saturday,5,May,2024-05-11,2025-09-25 18:35:40.257,2024,5,11,Spring,Spring
19,card,37.72,Latte,Night,6,Saturday,5,May,2024-05-11,2025-09-25 19:38:16.096,2024,5,11,Spring,Spring
10,card,37.72,Latte,Morning,7,Sunday,5,May,2024-05-12,2025-09-25 10:20:42.512,2024,5,12,Spring,Spring
13,card,37.72,Latte,Afternoon,7,Sunday,5,May,2024-05-12,2025-09-25 13:24:03.465,2024,5,12,Spring,Spring
13,card,27.92,Americano,Afternoon,7,Sunday,5,May,2024-05-12,2025-09-25 13:27:39.043,2024,5,12,Spring,Spring
15,card,37.72,Latte,Afternoon,7,Sunday,5,May,2024-05-12,2025-09-25 15:16:19.815,2024,5,12,Spring,Spring
15,card,32.82,Americano with Milk,Afternoon,7,Sunday,5,May,2024-05-12,2025-09-25 15:38:02.422,2024,5,12,Spring,Spring
15,card,32.82,Americano with Milk,Afternoon,7,Sunday,5,May,2024-05-12,2025-09-25 15:52:14.871,2024,5,12,Spring,Spring
16,card,32.82,Americano with Milk,Afternoon,7,Sunday,5,May,2024-05-12,2025-09-25 16:04:21.133,2024,5,12,Spring,Spring
19,card,32.82,Americano with Milk,Night,7,Sunday,5,May,2024-05-12,2025-09-25 19:41:30.569,2024,5,12,Spring,Spring
11,card,32.82,Americano with Milk,Morning,1,Monday,5,May,2024-05-13,2025-09-25 11:03:53.348,2024,5,13,Spring,Spring
8,card,27.92,Americano,Morning,2,Tuesday,5,May,2024-05-14,2025-09-25 08:38:14.581,2024,5,14,Spring,Spring
8,card,27.92,Americano,Morning,2,Tuesday,5,May,2024-05-14,2025-09-25 08:39:25.455,2024,5,14,Spring,Spring
8,card,27.92,Americano,Morning,2,Tuesday,5,May,2024-05-14,2025-09-25 08:40:17.484,2024,5,14,Spring,Spring
10,card,37.72,Cappuccino,Morning,2,Tuesday,5,May,2024-05-14,2025-09-25 10:19:23.174,2024,5,14,Spring,Spring
11,card,37.72,Latte,Morning,2,Tuesday,5,May,2024-05-14,2025-09-25 11:32:29.372,2024,5,14,Spring,Spring
11,card,37.72,Cappuccino,Morning,2,Tuesday,5,May,2024-05-14,2025-09-25 11:34:12.851,2024,5,14,Spring,Spring
14,card,37.72,Cappuccino,Afternoon,2,Tuesday,5,May,2024-05-14,2025-09-25 14:04:54.580,2024,5,14,Spring,Spring
14,card,32.82,Americano with Milk,Afternoon,2,Tuesday,5,May,2024-05-14,2025-09-25 14:06:00.378,2024,5,14,Spring,Spring
15,card,27.92,Americano,Afternoon,2,Tuesday,5,May,2024-05-14,2025-09-25 15:01:54.785,2024,5,14,Spring,Spring
16,card,32.82,Americano with Milk,Afternoon,2,Tuesday,5,May,2024-05-14,2025-09-25 16:57:57.224,2024,5,14,Spring,Spring
16,card,37.72,Cappuccino,Afternoon,2,Tuesday,5,May,2024-05-14,2025-09-25 16:59:10.194,2024,5,14,Spring,Spring
22,card,37.72,Hot Chocolate,Night,2,Tuesday,5,May,2024-05-14,2025-09-25 22:51:25.227,2024,5,14,Spring,Spring
8,card,37.72,Latte,Morning,3,Wednesday,5,May,2024-05-15,2025-09-25 08:40:05.661,2024,5,15,Spring,Spring
11,card,23.02,Espresso,Morning,3,Wednesday,5,May,2024-05-15,2025-09-25 11:14:19.353,2024,5,15,Spring,Spring
